local-authority-code,section,max_score,score,section_name
NGM,s3_c&a,7,6.0,Commitment and intergration
NGM,s4_coms,9,5.0,"Community, engagement and communications"
NGM,s5_mset,5,5.0,Measuring and setting emissions targets
NGM,s6_cb,4,4.0,Co-benefits
NGM,s7_dsi,5,2.0,Diversity and inclusion
NGM,s8_est,5,5.0,"Education, skills and training"
NGM,s9_ee,4,3.0,Ecological emergency
NHE,s1_gov,21,11.0,"Governance, development and funding"
NHE,s2_m&a,18,8.0,Mitigation and adaptation
NHE,s3_c&a,7,1.0,Commitment and intergration
NHE,s4_coms,9,3.0,"Community, engagement and communications"
NHE,s5_mset,5,2.0,Measuring and setting emissions targets
NHE,s6_cb,4,0.0,Co-benefits
NHE,s7_dsi,5,0.0,Diversity and inclusion
NHE,s8_est,5,1.0,"Education, skills and training"
NHE,s9_ee,4,3.0,Ecological emergency
NKE,s1_gov,21,15.0,"Governance, development and funding"
NKE,s2_m&a,18,18.0,Mitigation and adaptation
NKE,s3_c&a,7,5.0,Commitment and intergration
NKE,s4_coms,9,6.0,"Community, engagement and communications"
NKE,s5_mset,5,5.0,Measuring and setting emissions targets
NKE,s6_cb,4,3.0,Co-benefits
NKE,s7_dsi,5,2.0,Diversity and inclusion
NKE,s8_est,5,1.0,"Education, skills and training"
NKE,s9_ee,4,2.0,Ecological emergency
NLK,s1_gov,21,14.0,"Governance, development and funding"
NLK,s2_m&a,18,12.0,Mitigation and adaptation
NLK,s3_c&a,7,3.0,Commitment and intergration
NLK,s4_coms,9,3.0,"Community, engagement and communications"
NLK,s5_mset,5,3.0,Measuring and setting emissions targets
NLK,s6_cb,4,1.0,Co-benefits
NLK,s7_dsi,5,3.0,Diversity and inclusion
NLK,s8_est,5,2.0,"Education, skills and training"
NLK,s9_ee,4,3.0,Ecological emergency
NLN,s1_gov,21,4.0,"Governance, development and funding"
NLN,s2_m&a,18,1.0,Mitigation and adaptation
NLN,s3_c&a,7,2.0,Commitment and intergration
NLN,s4_coms,9,3.0,"Community, engagement and communications"
NLN,s5_mset,5,1.0,Measuring and setting emissions targets
NLN,s6_cb,4,0.0,Co-benefits
NLN,s7_dsi,5,0.0,Diversity and inclusion
NLN,s8_est,5,0.0,"Education, skills and training"
NLN,s9_ee,4,0.0,Ecological emergency
NMD,s1_gov,21,0.0,"Governance, development and funding"
NMD,s2_m&a,18,0.0,Mitigation and adaptation
NMD,s3_c&a,7,0.0,Commitment and intergration
NMD,s4_coms,9,0.0,"Community, engagement and communications"
NMD,s5_mset,5,0.0,Measuring and setting emissions targets
NMD,s6_cb,4,0.0,Co-benefits
NMD,s7_dsi,5,0.0,Diversity and inclusion
NMD,s8_est,5,0.0,"Education, skills and training"
NMD,s9_ee,4,0.0,Ecological emergency
NNO,s1_gov,21,3.0,"Governance, development and funding"
NNO,s2_m&a,18,1.0,Mitigation and adaptation
NNO,s3_c&a,7,1.0,Commitment and intergration
NNO,s4_coms,9,5.0,"Community, engagement and communications"
NNO,s5_mset,5,0.0,Measuring and setting emissions targets
NNO,s6_cb,4,0.0,Co-benefits
NNO,s7_dsi,5,0.0,Diversity and inclusion
NNO,s8_est,5,0.0,"Education, skills and training"
NNO,s9_ee,4,2.0,Ecological emergency
NNT,s1_gov,21,7.0,"Governance, development and funding"
NNT,s2_m&a,18,1.0,Mitigation and adaptation
NNT,s3_c&a,7,6.0,Commitment and intergration
NNT,s4_coms,9,4.0,"Community, engagement and communications"
NNT,s5_mset,5,3.0,Measuring and setting emissions targets
NNT,s6_cb,4,3.0,Co-benefits
NNT,s7_dsi,5,0.0,Diversity and inclusion
NNT,s8_est,5,3.0,"Education, skills and training"
NNT,s9_ee,4,1.0,Ecological emergency
NOW,s1_gov,21,9.0,"Governance, development and funding"
NOW,s2_m&a,18,9.0,Mitigation and adaptation
NOW,s3_c&a,7,2.0,Commitment and intergration
NOW,s4_coms,9,5.0,"Community, engagement and communications"
NOW,s5_mset,5,3.0,Measuring and setting emissions targets
NOW,s6_cb,4,0.0,Co-benefits
NOW,s7_dsi,5,0.0,Diversity and inclusion
NOW,s8_est,5,0.0,"Education, skills and training"
NOW,s9_ee,4,0.0,Ecological emergency
NSM,s1_gov,21,8.0,"Governance, development and funding"
NSM,s2_m&a,18,6.0,Mitigation and adaptation
NSM,s3_c&a,7,1.0,Commitment and intergration
NSM,s4_coms,9,3.0,"Community, engagement and communications"
NSM,s5_mset,5,4.0,Measuring and setting emissions targets
NSM,s6_cb,4,1.0,Co-benefits
NSM,s7_dsi,5,0.0,Diversity and inclusion
NSM,s8_est,5,1.0,"Education, skills and training"
NSM,s9_ee,4,3.0,Ecological emergency
NTCA,s1_gov,21,8.0,"Governance, development and funding"
NTCA,s2_m&a,18,3.0,Mitigation and adaptation
NTCA,s3_c&a,5,1.0,Commitment and intergration
NTCA,s4_coms,9,3.0,"Community, engagement and communications"
NTCA,s5_mset,5,2.0,Measuring and setting emissions targets
NTCA,s6_cb,4,2.0,Co-benefits
NTCA,s7_dsi,5,1.0,Diversity and inclusion
NTCA,s8_est,5,4.0,"Education, skills and training"
NTCA,s9_ee,4,0.0,Ecological emergency
NTL,s1_gov,21,4.0,"Governance, development and funding"
NTL,s2_m&a,18,6.0,Mitigation and adaptation
NTL,s3_c&a,7,5.0,Commitment and intergration
NTL,s4_coms,9,3.0,"Community, engagement and communications"
NTL,s5_mset,5,2.0,Measuring and setting emissions targets
NTL,s6_cb,4,1.0,Co-benefits
NTL,s7_dsi,5,0.0,Diversity and inclusion
NTL,s8_est,5,0.0,"Education, skills and training"
NTL,s9_ee,4,3.0,Ecological emergency
NTT,s1_gov,21,4.0,"Governance, development and funding"
NTT,s2_m&a,18,1.0,Mitigation and adaptation
NTT,s3_c&a,5,2.0,Commitment and intergration
NTT,s4_coms,9,2.0,"Community, engagement and communications"
NTT,s5_mset,5,1.0,Measuring and setting emissions targets
NTT,s6_cb,4,1.0,Co-benefits
NTT,s7_dsi,5,0.0,Diversity and inclusion
NTT,s8_est,5,1.0,"Education, skills and training"
NTT,s9_ee,4,1.0,Ecological emergency
NTY,s1_gov,21,12.0,"Governance, development and funding"
NTY,s2_m&a,18,9.0,Mitigation and adaptation
NTY,s3_c&a,7,3.0,Commitment and intergration
NTY,s4_coms,9,6.0,"Community, engagement and communications"
NTY,s5_mset,5,4.0,Measuring and setting emissions targets
NTY,s6_cb,4,2.0,Co-benefits
NTY,s7_dsi,5,0.0,Diversity and inclusion
NTY,s8_est,5,4.0,"Education, skills and training"
NTY,s9_ee,4,3.0,Ecological emergency
NUN,s1_gov,21,0.0,"Governance, development and funding"
NUN,s2_m&a,18,0.0,Mitigation and adaptation
NUN,s3_c&a,7,0.0,Commitment and intergration
NUN,s4_coms,9,0.0,"Community, engagement and communications"
NUN,s5_mset,5,0.0,Measuring and setting emissions targets
NUN,s6_cb,4,0.0,Co-benefits
NUN,s7_dsi,5,0.0,Diversity and inclusion
NUN,s8_est,5,0.0,"Education, skills and training"
NUN,s9_ee,4,0.0,Ecological emergency
NWA,s1_gov,21,0.0,"Governance, development and funding"
NWA,s2_m&a,18,0.0,Mitigation and adaptation
NWA,s3_c&a,7,0.0,Commitment and intergration
NWA,s4_coms,9,0.0,"Community, engagement and communications"
NWA,s5_mset,5,0.0,Measuring and setting emissions targets
NWA,s6_cb,4,0.0,Co-benefits
NWA,s7_dsi,5,0.0,Diversity and inclusion
NWA,s8_est,5,0.0,"Education, skills and training"
NWA,s9_ee,4,0.0,Ecological emergency
NWL,s1_gov,21,7.0,"Governance, development and funding"
NWL,s2_m&a,18,10.0,Mitigation and adaptation
NWL,s3_c&a,7,3.0,Commitment and intergration
NWL,s4_coms,9,4.0,"Community, engagement and communications"
NWL,s5_mset,5,4.0,Measuring and setting emissions targets
NWL,s6_cb,4,1.0,Co-benefits
NWL,s7_dsi,5,0.0,Diversity and inclusion
NWL,s8_est,5,3.0,"Education, skills and training"
NWL,s9_ee,4,1.0,Ecological emergency
NWM,s1_gov,21,7.0,"Governance, development and funding"
NWM,s2_m&a,18,7.0,Mitigation and adaptation
NWM,s3_c&a,7,5.0,Commitment and intergration
NWM,s4_coms,9,8.0,"Community, engagement and communications"
NWM,s5_mset,5,2.0,Measuring and setting emissions targets
NWM,s6_cb,4,3.0,Co-benefits
NWM,s7_dsi,5,2.0,Diversity and inclusion
NWM,s8_est,5,2.0,"Education, skills and training"
NWM,s9_ee,4,1.0,Ecological emergency
NWP,s1_gov,21,10.0,"Governance, development and funding"
NWP,s2_m&a,18,1.0,Mitigation and adaptation
NWP,s3_c&a,7,1.0,Commitment and intergration
NWP,s4_coms,9,1.0,"Community, engagement and communications"
NWP,s5_mset,5,0.0,Measuring and setting emissions targets
NWP,s6_cb,4,1.0,Co-benefits
NWP,s7_dsi,5,0.0,Diversity and inclusion
NWP,s8_est,5,0.0,"Education, skills and training"
NWP,s9_ee,4,0.0,Ecological emergency
NYK,s1_gov,21,11.0,"Governance, development and funding"
NYK,s2_m&a,18,1.0,Mitigation and adaptation
NYK,s3_c&a,5,4.0,Commitment and intergration
NYK,s4_coms,9,6.0,"Community, engagement and communications"
NYK,s5_mset,5,2.0,Measuring and setting emissions targets
NYK,s6_cb,4,1.0,Co-benefits
NYK,s7_dsi,5,1.0,Diversity and inclusion
NYK,s8_est,5,4.0,"Education, skills and training"
NYK,s9_ee,4,2.0,Ecological emergency
OAD,s1_gov,21,5.0,"Governance, development and funding"
OAD,s2_m&a,18,4.0,Mitigation and adaptation
OAD,s3_c&a,7,4.0,Commitment and intergration
OAD,s4_coms,9,4.0,"Community, engagement and communications"
OAD,s5_mset,5,1.0,Measuring and setting emissions targets
OAD,s6_cb,4,2.0,Co-benefits
OAD,s7_dsi,5,0.0,Diversity and inclusion
OAD,s8_est,5,2.0,"Education, skills and training"
OAD,s9_ee,4,0.0,Ecological emergency
OLD,s1_gov,21,3.0,"Governance, development and funding"
OLD,s2_m&a,18,2.0,Mitigation and adaptation
OLD,s3_c&a,7,2.0,Commitment and intergration
OLD,s4_coms,9,6.0,"Community, engagement and communications"
OLD,s5_mset,5,1.0,Measuring and setting emissions targets
OLD,s6_cb,4,2.0,Co-benefits
OLD,s7_dsi,5,1.0,Diversity and inclusion
OLD,s8_est,5,4.0,"Education, skills and training"
OLD,s9_ee,4,1.0,Ecological emergency
ORK,s1_gov,21,7.0,"Governance, development and funding"
ORK,s2_m&a,18,1.0,Mitigation and adaptation
ORK,s3_c&a,7,0.0,Commitment and intergration
ORK,s4_coms,9,2.0,"Community, engagement and communications"
ORK,s5_mset,5,1.0,Measuring and setting emissions targets
ORK,s6_cb,4,0.0,Co-benefits
ORK,s7_dsi,5,0.0,Diversity and inclusion
ORK,s8_est,5,0.0,"Education, skills and training"
ORK,s9_ee,4,0.0,Ecological emergency
OXF,s1_gov,21,10.0,"Governance, development and funding"
OXF,s2_m&a,18,8.0,Mitigation and adaptation
OXF,s3_c&a,5,2.0,Commitment and intergration
OXF,s4_coms,9,5.0,"Community, engagement and communications"
OXF,s5_mset,5,2.0,Measuring and setting emissions targets
OXF,s6_cb,4,1.0,Co-benefits
OXF,s7_dsi,5,0.0,Diversity and inclusion
OXF,s8_est,5,4.0,"Education, skills and training"
OXF,s9_ee,4,1.0,Ecological emergency
OXO,s1_gov,21,11.0,"Governance, development and funding"
OXO,s2_m&a,18,9.0,Mitigation and adaptation
OXO,s3_c&a,7,6.0,Commitment and intergration
OXO,s4_coms,9,4.0,"Community, engagement and communications"
OXO,s5_mset,5,4.0,Measuring and setting emissions targets
OXO,s6_cb,4,1.0,Co-benefits
OXO,s7_dsi,5,1.0,Diversity and inclusion
OXO,s8_est,5,1.0,"Education, skills and training"
OXO,s9_ee,4,0.0,Ecological emergency
PEM,s1_gov,21,10.0,"Governance, development and funding"
PEM,s2_m&a,18,15.0,Mitigation and adaptation
PEM,s3_c&a,7,0.0,Commitment and intergration
PEM,s4_coms,9,2.0,"Community, engagement and communications"
PEM,s5_mset,5,1.0,Measuring and setting emissions targets
PEM,s6_cb,4,1.0,Co-benefits
PEM,s7_dsi,5,0.0,Diversity and inclusion
PEM,s8_est,5,3.0,"Education, skills and training"
PEM,s9_ee,4,3.0,Ecological emergency
PEN,s1_gov,21,9.0,"Governance, development and funding"
PEN,s2_m&a,18,5.0,Mitigation and adaptation
PEN,s3_c&a,7,5.0,Commitment and intergration
PEN,s4_coms,9,3.0,"Community, engagement and communications"
PEN,s5_mset,5,1.0,Measuring and setting emissions targets
PEN,s6_cb,4,0.0,Co-benefits
PEN,s7_dsi,5,0.0,Diversity and inclusion
PEN,s8_est,5,1.0,"Education, skills and training"
PEN,s9_ee,4,0.0,Ecological emergency
PKN,s1_gov,21,13.0,"Governance, development and funding"
PKN,s2_m&a,18,14.0,Mitigation and adaptation
PKN,s3_c&a,7,5.0,Commitment and intergration
PKN,s4_coms,9,7.0,"Community, engagement and communications"
PKN,s5_mset,5,4.0,Measuring and setting emissions targets
PKN,s6_cb,4,4.0,Co-benefits
PKN,s7_dsi,5,1.0,Diversity and inclusion
PKN,s8_est,5,2.0,"Education, skills and training"
PKN,s9_ee,4,3.0,Ecological emergency
PLY,s1_gov,21,15.0,"Governance, development and funding"
PLY,s2_m&a,18,8.0,Mitigation and adaptation
PLY,s3_c&a,7,6.0,Commitment and intergration
PLY,s4_coms,9,6.0,"Community, engagement and communications"
PLY,s5_mset,5,4.0,Measuring and setting emissions targets
PLY,s6_cb,4,2.0,Co-benefits
PLY,s7_dsi,5,1.0,Diversity and inclusion
PLY,s8_est,5,5.0,"Education, skills and training"
PLY,s9_ee,4,3.0,Ecological emergency
POR,s1_gov,21,9.0,"Governance, development and funding"
POR,s2_m&a,18,5.0,Mitigation and adaptation
POR,s3_c&a,7,4.0,Commitment and intergration
POR,s4_coms,9,4.0,"Community, engagement and communications"
POR,s5_mset,5,3.0,Measuring and setting emissions targets
POR,s6_cb,4,2.0,Co-benefits
POR,s7_dsi,5,0.0,Diversity and inclusion
POR,s8_est,5,1.0,"Education, skills and training"
POR,s9_ee,4,1.0,Ecological emergency
POW,s1_gov,21,0.0,"Governance, development and funding"
POW,s2_m&a,18,0.0,Mitigation and adaptation
POW,s3_c&a,7,0.0,Commitment and intergration
POW,s4_coms,9,0.0,"Community, engagement and communications"
POW,s5_mset,5,0.0,Measuring and setting emissions targets
POW,s6_cb,4,0.0,Co-benefits
POW,s7_dsi,5,0.0,Diversity and inclusion
POW,s8_est,5,0.0,"Education, skills and training"
POW,s9_ee,4,0.0,Ecological emergency
PRE,s1_gov,21,0.0,"Governance, development and funding"
PRE,s2_m&a,18,0.0,Mitigation and adaptation
PRE,s3_c&a,7,0.0,Commitment and intergration
PRE,s4_coms,9,0.0,"Community, engagement and communications"
PRE,s5_mset,5,0.0,Measuring and setting emissions targets
PRE,s6_cb,4,0.0,Co-benefits
PRE,s7_dsi,5,0.0,Diversity and inclusion
PRE,s8_est,5,0.0,"Education, skills and training"
PRE,s9_ee,4,0.0,Ecological emergency
PTE,s1_gov,21,13.0,"Governance, development and funding"
PTE,s2_m&a,18,0.0,Mitigation and adaptation
PTE,s3_c&a,7,2.0,Commitment and intergration
PTE,s4_coms,9,5.0,"Community, engagement and communications"
PTE,s5_mset,5,2.0,Measuring and setting emissions targets
PTE,s6_cb,4,1.0,Co-benefits
PTE,s7_dsi,5,0.0,Diversity and inclusion
PTE,s8_est,5,2.0,"Education, skills and training"
PTE,s9_ee,4,0.0,Ecological emergency
RCC,s1_gov,21,13.0,"Governance, development and funding"
RCC,s2_m&a,18,7.0,Mitigation and adaptation
RCC,s3_c&a,7,4.0,Commitment and intergration
RCC,s4_coms,9,3.0,"Community, engagement and communications"
RCC,s5_mset,5,3.0,Measuring and setting emissions targets
RCC,s6_cb,4,1.0,Co-benefits
RCC,s7_dsi,5,1.0,Diversity and inclusion
RCC,s8_est,5,1.0,"Education, skills and training"
RCC,s9_ee,4,0.0,Ecological emergency
RCH,s1_gov,21,2.0,"Governance, development and funding"
RCH,s2_m&a,18,1.0,Mitigation and adaptation
RCH,s3_c&a,7,0.0,Commitment and intergration
RCH,s4_coms,9,2.0,"Community, engagement and communications"
RCH,s5_mset,5,1.0,Measuring and setting emissions targets
RCH,s6_cb,4,2.0,Co-benefits
RCH,s7_dsi,5,0.0,Diversity and inclusion
RCH,s8_est,5,0.0,"Education, skills and training"
RCH,s9_ee,4,1.0,Ecological emergency
RCT,s1_gov,21,6.0,"Governance, development and funding"
RCT,s2_m&a,18,12.0,Mitigation and adaptation
RCT,s3_c&a,7,4.0,Commitment and intergration
RCT,s4_coms,9,4.0,"Community, engagement and communications"
RCT,s5_mset,5,2.0,Measuring and setting emissions targets
RCT,s6_cb,4,1.0,Co-benefits
RCT,s7_dsi,5,0.0,Diversity and inclusion
RCT,s8_est,5,2.0,"Education, skills and training"
RCT,s9_ee,4,3.0,Ecological emergency
RDB,s1_gov,21,11.0,"Governance, development and funding"
RDB,s2_m&a,18,6.0,Mitigation and adaptation
RDB,s3_c&a,7,5.0,Commitment and intergration
RDB,s4_coms,9,5.0,"Community, engagement and communications"
RDB,s5_mset,5,2.0,Measuring and setting emissions targets
RDB,s6_cb,4,4.0,Co-benefits
RDB,s7_dsi,5,1.0,Diversity and inclusion
RDB,s8_est,5,3.0,"Education, skills and training"
RDB,s9_ee,4,3.0,Ecological emergency
RDG,s1_gov,21,14.0,"Governance, development and funding"
RDG,s2_m&a,18,16.0,Mitigation and adaptation
RDG,s3_c&a,7,4.0,Commitment and intergration
RDG,s4_coms,9,7.0,"Community, engagement and communications"
RDG,s5_mset,5,4.0,Measuring and setting emissions targets
RDG,s6_cb,4,4.0,Co-benefits
RDG,s7_dsi,5,3.0,Diversity and inclusion
RDG,s8_est,5,4.0,"Education, skills and training"
RDG,s9_ee,4,3.0,Ecological emergency
RED,s1_gov,21,0.0,"Governance, development and funding"
RED,s2_m&a,18,0.0,Mitigation and adaptation
RED,s3_c&a,7,0.0,Commitment and intergration
RED,s4_coms,9,0.0,"Community, engagement and communications"
RED,s5_mset,5,0.0,Measuring and setting emissions targets
RED,s6_cb,4,0.0,Co-benefits
RED,s7_dsi,5,0.0,Diversity and inclusion
RED,s8_est,5,0.0,"Education, skills and training"
RED,s9_ee,4,0.0,Ecological emergency
REI,s1_gov,21,10.0,"Governance, development and funding"
REI,s2_m&a,18,17.0,Mitigation and adaptation
REI,s3_c&a,7,6.0,Commitment and intergration
REI,s4_coms,9,7.0,"Community, engagement and communications"
REI,s5_mset,5,3.0,Measuring and setting emissions targets
REI,s6_cb,4,2.0,Co-benefits
REI,s7_dsi,5,0.0,Diversity and inclusion
REI,s8_est,5,3.0,"Education, skills and training"
REI,s9_ee,4,3.0,Ecological emergency
RFW,s1_gov,21,0.0,"Governance, development and funding"
RFW,s2_m&a,18,0.0,Mitigation and adaptation
RFW,s3_c&a,7,0.0,Commitment and intergration
RFW,s4_coms,9,0.0,"Community, engagement and communications"
RFW,s5_mset,5,0.0,Measuring and setting emissions targets
RFW,s6_cb,4,0.0,Co-benefits
RFW,s7_dsi,5,0.0,Diversity and inclusion
RFW,s8_est,5,0.0,"Education, skills and training"
RFW,s9_ee,4,0.0,Ecological emergency
RIB,s1_gov,21,0.0,"Governance, development and funding"
RIB,s2_m&a,18,0.0,Mitigation and adaptation
RIB,s3_c&a,7,0.0,Commitment and intergration
RIB,s4_coms,9,0.0,"Community, engagement and communications"
RIB,s5_mset,5,0.0,Measuring and setting emissions targets
RIB,s6_cb,4,0.0,Co-benefits
RIB,s7_dsi,5,0.0,Diversity and inclusion
RIB,s8_est,5,0.0,"Education, skills and training"
RIB,s9_ee,4,0.0,Ecological emergency
RIC,s1_gov,21,15.0,"Governance, development and funding"
RIC,s2_m&a,18,13.0,Mitigation and adaptation
RIC,s3_c&a,7,5.0,Commitment and intergration
RIC,s4_coms,9,9.0,"Community, engagement and communications"
RIC,s5_mset,5,4.0,Measuring and setting emissions targets
RIC,s6_cb,4,4.0,Co-benefits
RIC,s7_dsi,5,4.0,Diversity and inclusion
RIC,s8_est,5,3.0,"Education, skills and training"
RIC,s9_ee,4,3.0,Ecological emergency
RIH,s1_gov,21,17.0,"Governance, development and funding"
RIH,s2_m&a,18,1.0,Mitigation and adaptation
RIH,s3_c&a,7,6.0,Commitment and intergration
RIH,s4_coms,9,3.0,"Community, engagement and communications"
RIH,s5_mset,5,1.0,Measuring and setting emissions targets
RIH,s6_cb,4,1.0,Co-benefits
RIH,s7_dsi,5,0.0,Diversity and inclusion
RIH,s8_est,5,1.0,"Education, skills and training"
RIH,s9_ee,4,0.0,Ecological emergency
ROC,s1_gov,21,1.0,"Governance, development and funding"
ROC,s2_m&a,18,0.0,Mitigation and adaptation
ROC,s3_c&a,7,1.0,Commitment and intergration
ROC,s4_coms,9,0.0,"Community, engagement and communications"
ROC,s5_mset,5,0.0,Measuring and setting emissions targets
ROC,s6_cb,4,0.0,Co-benefits
ROC,s7_dsi,5,0.0,Diversity and inclusion
ROC,s8_est,5,0.0,"Education, skills and training"
ROC,s9_ee,4,0.0,Ecological emergency
ROH,s1_gov,21,5.0,"Governance, development and funding"
ROH,s2_m&a,18,4.0,Mitigation and adaptation
ROH,s3_c&a,7,2.0,Commitment and intergration
ROH,s4_coms,9,4.0,"Community, engagement and communications"
ROH,s5_mset,5,1.0,Measuring and setting emissions targets
ROH,s6_cb,4,0.0,Co-benefits
ROH,s7_dsi,5,0.0,Diversity and inclusion
ROH,s8_est,5,1.0,"Education, skills and training"
ROH,s9_ee,4,0.0,Ecological emergency
ROS,s1_gov,21,5.0,"Governance, development and funding"
ROS,s2_m&a,18,3.0,Mitigation and adaptation
ROS,s3_c&a,7,1.0,Commitment and intergration
ROS,s4_coms,9,3.0,"Community, engagement and communications"
ROS,s5_mset,5,1.0,Measuring and setting emissions targets
ROS,s6_cb,4,0.0,Co-benefits
ROS,s7_dsi,5,0.0,Diversity and inclusion
ROS,s8_est,5,0.0,"Education, skills and training"
ROS,s9_ee,4,1.0,Ecological emergency
ROT,s1_gov,21,12.0,"Governance, development and funding"
ROT,s2_m&a,18,7.0,Mitigation and adaptation
ROT,s3_c&a,7,6.0,Commitment and intergration
ROT,s4_coms,9,5.0,"Community, engagement and communications"
ROT,s5_mset,5,2.0,Measuring and setting emissions targets
ROT,s6_cb,4,2.0,Co-benefits
ROT,s7_dsi,5,3.0,Diversity and inclusion
ROT,s8_est,5,1.0,"Education, skills and training"
ROT,s9_ee,4,1.0,Ecological emergency
RUG,s1_gov,21,0.0,"Governance, development and funding"
RUG,s2_m&a,18,0.0,Mitigation and adaptation
RUG,s3_c&a,7,0.0,Commitment and intergration
RUG,s4_coms,9,0.0,"Community, engagement and communications"
RUG,s5_mset,5,0.0,Measuring and setting emissions targets
RUG,s6_cb,4,0.0,Co-benefits
RUG,s7_dsi,5,0.0,Diversity and inclusion
RUG,s8_est,5,0.0,"Education, skills and training"
RUG,s9_ee,4,0.0,Ecological emergency
RUH,s1_gov,21,8.0,"Governance, development and funding"
RUH,s2_m&a,18,9.0,Mitigation and adaptation
RUH,s3_c&a,7,6.0,Commitment and intergration
RUH,s4_coms,9,2.0,"Community, engagement and communications"
RUH,s5_mset,5,1.0,Measuring and setting emissions targets
RUH,s6_cb,4,4.0,Co-benefits
RUH,s7_dsi,5,0.0,Diversity and inclusion
RUH,s8_est,5,3.0,"Education, skills and training"
RUH,s9_ee,4,3.0,Ecological emergency
RUN,s1_gov,21,0.0,"Governance, development and funding"
RUN,s2_m&a,18,0.0,Mitigation and adaptation
RUN,s3_c&a,7,0.0,Commitment and intergration
RUN,s4_coms,9,0.0,"Community, engagement and communications"
RUN,s5_mset,5,0.0,Measuring and setting emissions targets
RUN,s6_cb,4,0.0,Co-benefits
RUN,s7_dsi,5,0.0,Diversity and inclusion
RUN,s8_est,5,0.0,"Education, skills and training"
RUN,s9_ee,4,0.0,Ecological emergency
RUS,s1_gov,21,8.0,"Governance, development and funding"
RUS,s2_m&a,18,14.0,Mitigation and adaptation
RUS,s3_c&a,7,4.0,Commitment and intergration
RUS,s4_coms,9,4.0,"Community, engagement and communications"
RUS,s5_mset,5,3.0,Measuring and setting emissions targets
RUS,s6_cb,4,2.0,Co-benefits
RUS,s7_dsi,5,0.0,Diversity and inclusion
RUS,s8_est,5,0.0,"Education, skills and training"
RUS,s9_ee,4,4.0,Ecological emergency
RUT,s1_gov,21,0.0,"Governance, development and funding"
RUT,s2_m&a,18,0.0,Mitigation and adaptation
RUT,s3_c&a,7,0.0,Commitment and intergration
RUT,s4_coms,9,0.0,"Community, engagement and communications"
RUT,s5_mset,5,0.0,Measuring and setting emissions targets
RUT,s6_cb,4,0.0,Co-benefits
RUT,s7_dsi,5,0.0,Diversity and inclusion
RUT,s8_est,5,0.0,"Education, skills and training"
RUT,s9_ee,4,0.0,Ecological emergency
RYE,s1_gov,21,7.0,"Governance, development and funding"
RYE,s2_m&a,18,2.0,Mitigation and adaptation
RYE,s3_c&a,7,6.0,Commitment and intergration
RYE,s4_coms,9,1.0,"Community, engagement and communications"
RYE,s5_mset,5,0.0,Measuring and setting emissions targets
RYE,s6_cb,4,0.0,Co-benefits
RYE,s7_dsi,5,0.0,Diversity and inclusion
RYE,s8_est,5,0.0,"Education, skills and training"
RYE,s9_ee,4,0.0,Ecological emergency
SAL,s1_gov,21,12.0,"Governance, development and funding"
SAL,s2_m&a,18,12.0,Mitigation and adaptation
SAL,s3_c&a,7,3.0,Commitment and intergration
SAL,s4_coms,9,7.0,"Community, engagement and communications"
SAL,s5_mset,5,3.0,Measuring and setting emissions targets
SAL,s6_cb,4,2.0,Co-benefits
SAL,s7_dsi,5,0.0,Diversity and inclusion
SAL,s8_est,5,2.0,"Education, skills and training"
SAL,s9_ee,4,3.0,Ecological emergency
SAW,s1_gov,21,16.0,"Governance, development and funding"
SAW,s2_m&a,18,13.0,Mitigation and adaptation
SAW,s3_c&a,7,3.0,Commitment and intergration
SAW,s4_coms,9,6.0,"Community, engagement and communications"
SAW,s5_mset,5,2.0,Measuring and setting emissions targets
SAW,s6_cb,4,4.0,Co-benefits
SAW,s7_dsi,5,0.0,Diversity and inclusion
SAW,s8_est,5,5.0,"Education, skills and training"
SAW,s9_ee,4,3.0,Ecological emergency
SAY,s1_gov,21,10.0,"Governance, development and funding"
SAY,s2_m&a,18,8.0,Mitigation and adaptation
SAY,s3_c&a,7,6.0,Commitment and intergration
SAY,s4_coms,9,2.0,"Community, engagement and communications"
SAY,s5_mset,5,1.0,Measuring and setting emissions targets
SAY,s6_cb,4,3.0,Co-benefits
SAY,s7_dsi,5,0.0,Diversity and inclusion
SAY,s8_est,5,3.0,"Education, skills and training"
SAY,s9_ee,4,0.0,Ecological emergency
SCA,s1_gov,21,8.0,"Governance, development and funding"
SCA,s2_m&a,18,7.0,Mitigation and adaptation
SCA,s3_c&a,7,6.0,Commitment and intergration
SCA,s4_coms,9,5.0,"Community, engagement and communications"
SCA,s5_mset,5,2.0,Measuring and setting emissions targets
SCA,s6_cb,4,1.0,Co-benefits
SCA,s7_dsi,5,0.0,Diversity and inclusion
SCA,s8_est,5,0.0,"Education, skills and training"
SCA,s9_ee,4,1.0,Ecological emergency
SCB,s1_gov,21,10.0,"Governance, development and funding"
SCB,s2_m&a,18,14.0,Mitigation and adaptation
SCB,s3_c&a,7,4.0,Commitment and intergration
SCB,s4_coms,9,5.0,"Community, engagement and communications"
SCB,s5_mset,5,3.0,Measuring and setting emissions targets
SCB,s6_cb,4,3.0,Co-benefits
SCB,s7_dsi,5,2.0,Diversity and inclusion
SCB,s8_est,5,3.0,"Education, skills and training"
SCB,s9_ee,4,3.0,Ecological emergency
SCE,s1_gov,21,6.0,"Governance, development and funding"
SCE,s2_m&a,18,7.0,Mitigation and adaptation
